marca,modelo,Año,Precio,Color,Combustible,Rendimiento,Transmisión,Cantidad,Motor,agencia_id,estado_agencia,municipio_agencia,tipo_vehiculo,descripcion,array_fotografias,grupo_automotriz_id,grupo_automotriz,gerente_id
Changan,F-178,2009,"$28,086",Green,Eléctrico,564,Manual,6,3.5L V8,100008,Colima,Colima,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,625491,Dodge,135907
Haval,QX88,2016,"$20,870",Gray,Gasolina,996,Manual,2,1.2L I3,100009,Durango,Durango,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,891635,Subaru,840716
JAC,G98,2002,"$63,674",Yellow,Eléctrico,201,Manual,8,2.2L I6,100010,Guanajuato,Guanajuato,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,154830,BMW,579142
FAW,RX 378,2014,"$42,304",Brown,Gasolina,391,Manual,4,4.0L V8,100011,Guerrero,Chilpancingo de los Bravo,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,792361,Lexus,314295
Zotye,Forte,2017,"$50,028",Orange,Eléctrico,326,Automático,1,1.4L I2,100012,Hidalgo, Pachuca de Soto,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,340725,Fiat,674081
Great Wall,Outback,2012,"$39,491",Purple,Gasolina,211,Automático,10,2.3L I6,100013,Jalisco,Guadalajara,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,628914,Hyundai,819354
BAIC,Escape,2010,"$17,780",Gold,Eléctrico,824,Manual,7,4.1L V8,100014,México,Toluca,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,471069,Jaguar,506291
Brilliance,Acadia,2011,"$49,539",Beige,Eléctrico,757,Automático,3,1.5L I2,100015,Michoacán, Morelia,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,840527,Tesla,246835
GAC,1528 Classic,2003,"$85,021",Turquoise,Gasolina,315,Manual,6,2.6L I6,100016,Morelos,Cuernavaca,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,172935,Chevrolet,981623
Dongfeng,Arteon,2004,"$71,324",Pink,Eléctrico,710,Manual,9,3.3L V8,100017,Nayarit,Tepic,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,739128,Audi,732568
JMC,GLE-Class,2023,"$58,350",Red,Gasolina,538,Manual,8,1.0L I1,100018,Nuevo León,Monterrey,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,285401,Dodge,135907
Lifan,Bolt EUV,2019,"$66,844",White,Gasolina,477,Automático,4,2.4L I6,100019,Oaxaca,Oaxaca de Juárez,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,941702,Subaru,840716
MG,XC118,2007,"$32,594",Silver,Gasolina,842,Manual,1,3.8L V8,100020,Puebla,Puebla,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,568314,BMW,579142
Proton,ES 378,2016,"$17,356",Black,Eléctrico,972,Manual,7,1.6L I2,100021,Querétaro,Santiago de Querétaro,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,395216,Lexus,314295
Perodua,Durango,2014,"$20,904",Blue,Gasolina,283,Manual,3,2.7L I6,100022,Quintana Roo,Othón P. Blanco,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,918275,Fiat,674081
SsangYong,Pathfinder,2013,"$70,935",Green,Eléctrico,184,Automático,6,4.2L V8,100023,San Luis Potosí,San Luis Potosí,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,620143,Hyundai,819354
Mahindra,Passat,2018,"$70,162",Gray,Gasolina,596,Manual,2,1.9L I2,100024,Sinaloa,Culiacán,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,897604,Jaguar,506291
Isuzu,Compass,2008,"$68,441",Yellow,Eléctrico,779,Automático,8,2.8L I6,100025,Sonora,Hermosillo,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,151278,Tesla,246835
Hino,Terrain,2010,"$54,392",Brown,Eléctrico,441,Manual,10,3.4L V8,100026,Tabasco,Centro,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,789032,Chevrolet,981623
Scania,Santa Fe,2005,"$80,951",Orange,Gasolina,181,Automático,9,1.1L I3,100027,Tamaulipas,Victoria,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,346219,Audi,732568
MAN,Renegade,2000,"$8,856",Red,Eléctrico,846,Manual,1,2.1L I6,100028,Tlaxcala,Tlaxcala de Xicohténcatl,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,632518,Dodge,135907
Volvo Trucks,QX108,2015,"$42,076",White,Gasolina,665,Automático,7,4.3L V8,100029,Veracruz,Xalapa,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,478936,Subaru,840716
Mack Trucks,Terrain,2006,"$21,738",Silver,Eléctrico,981,Automático,3,1.7L I2,100030,Yucatán,Mérida,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,843602,BMW,579142
Peterbilt,Sorento,2021,"$47,205",Black,Eléctrico,508,Manual,6,2.9L I6,100031,Zacatecas, Zacatecas,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,170983,Lexus,314295
Kenworth,RDX,2011,"$54,633",Blue,Gasolina,935,Manual,2,3.5L V12,100032,Ciudad de México,Cuauhtémoc,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,734921,Fiat,674081
Freightliner,Yukon,2019,"$79,905",Green,Eléctrico,722,Manual,8,1.2L I2,100001,Aguascalientes,Aguascalientes,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,483925,Hyundai,819354
International,Encore GX,2001,"$67,619",Gray,Gasolina,903,Manual,10,2.2L I8,100002,Baja California,Mexicali,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,739102,Jaguar,506291
Western Star,RAV4 Hybrid,2012,"$25,896",Yellow,Gasolina,359,Manual,4,4.0L V12,100003,Baja California Sur,La Paz,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,287651,Tesla,246835
Iveco,GLC-Class,2002,"$31,011",Brown,Gasolina,719,Manual,1,1.4L I1,100004,Campeche,Campeche,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,921473,Chevrolet,981623
Renault Trucks,NX 328,2016,"$83,029",Orange,Eléctrico,376,Manual,7,2.3L I8,100005,Chiapas,Tuxtla Gutiérrez,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,564218,Audi,732568
DAF,CR-V,2014,"$50,984",Purple,Gasolina,523,Manual,3,4.1L V12,100006,Chihuahua,Chihuahua,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,387102,Dodge,135907
Tatra,X31,2017,"$67,977",Gold,Eléctrico,815,Automático,6,1.5L I1,100007,Coahuila,Saltillo,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,913276,Subaru,840716
ZIL,Kona,2022,"$69,201",Beige,Gasolina,938,Manual,9,2.6L I8,100008,Colima,Colima,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,625491,BMW,579142
Kamaz,Atlas Cross Sport,2008,"$11,458",Turquoise,Eléctrico,726,Automático,8,3.3L V12,100009,Durango,Durango,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,891635,Lexus,314295
UAZ,Explorer ST,2010,"$91,146",Pink,Eléctrico,217,Manual,4,1.0L I0,100010,Guanajuato,Guanajuato,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,154830,Fiat,674081
VAZ,X33,2018,"$10,719",Red,Gasolina,628,Automático,1,2.4L I8,100011,Guerrero,Chilpancingo de los Bravo,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,792361,Hyundai,819354
Moskvich,Edge ST,2007,"$8,482",White,Eléctrico,479,Automático,10,3.8L V12,100012,Hidalgo, Pachuca de Soto,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,340725,Jaguar,506291
Trabant,QX78,2002,"$6,315",Silver,Gasolina,762,Manual,7,1.6L I1,100013,Jalisco,Guadalajara,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,628914,Tesla,246835
Wartburg,XT33,2015,"$20,058",Black,Eléctrico,335,Manual,3,2.7L I8,100014,México,Toluca,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,471069,Chevrolet,981623
DKW,Terrain,2009,"$29,109",Blue,Eléctrico,872,Manual,6,4.2L V12,100015,Michoacán, Morelia,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,840527,Audi,732568
Borgward,Renegade,2010,"$78,716",Green,Gasolina,684,Manual,2,1.9L I1,100016,Morelos,Cuernavaca,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,172935,Dodge,135907
NSU,GLE-Class Coupe,2004,"$67,925",Gray,Eléctrico,585,Manual,8,2.8L I8,100017,Nayarit,Tepic,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,739128,Subaru,840716
Auto Union,Rogue,2020,"$30,876",Yellow,Gasolina,147,Manual,4,3.4L V12,100018,Nuevo León,Monterrey,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,285401,BMW,579142
Maybach,Blazer,2012,"$94,834",Brown,Gasolina,598,Manual,1,1.1L I2,100019,Oaxaca,Oaxaca de Juárez,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,941702,Lexus,314295
